_init_proc                                   .init       0000000000402848 00000080 00000010 00000000 R . . . . . .
sqlite3AutoincrementEnd                      .text       00000000004D20BC 0000004C 00000008 00000004 R . . . . . .
sqlite3Insert                                .text       00000000004D2108 00001AB0 00000150 00000018 R . . . . . .
checkConstraintExprNode                      .text       00000000004D3BB8 000000AC 00000004 00000008 R . . . . . .
sqlite3ExprReferencesUpdatedColumn           .text       00000000004D3C64 000000F0 00000038 0000000C R . . . . . .
sqlite3GenerateConstraintChecks              .text       00000000004D3D54 000014F4 000000F0 00000034 R . . . . . .
sqlite3CompleteInsertion                     .text       00000000004D5248 00000380 00000038 00000024 R . . . . . .
sqlite3OpenTableAndIndices                   .text       00000000004D55C8 000002CC 00000030 00000020 R . . . . . .
xferCompatibleIndex                          .text       00000000004D5894 00000248 0000000C 00000008 R . . . . . .
xferOptimization                             .text       00000000004D5ADC 00000EF8 00000090 00000014 R . . . . . .
sqlite3_exec                                 .text       00000000004D69D4 000005CC 00000070 00000014 R . . . . . .
sqlite3LoadExtension                         .text       00000000004D6FA0 000007F4 00000090 00000000 R . . . . . .
sqlite3_load_extension                       .text       00000000004D7794 00000094 0000000C 00000010 R . . . . . .
sqlite3CloseExtensions                       .text       00000000004D7828 000000A4 0000000C 00000004 R . . . . . .
sqlite3_enable_load_extension                .text       00000000004D78CC 000000E0 00000018 00000008 R . . . . . .
sqlite3_auto_extension                       .text       00000000004D79AC 00000198 00000020 00000004 R . . . . . .
sqlite3_cancel_auto_extension                .text       00000000004D7B44 00000118 00000014 00000004 R . . . . . .
sqlite3_reset_auto_extension                 .text       00000000004D7C5C 00000090 0000000C 00000000 R . . . . . .
sqlite3AutoLoadExtensions                    .text       00000000004D7CEC 000001B8 00000038 00000000 R . . . . . .
getSafetyLevel                               .text       00000000004D7EA4 00000164 00000010 00000009 R . . . . . .
sqlite3GetBoolean                            .text       00000000004D8008 00000054 00000008 00000005 R . . . . . .
getLockingMode                               .text       00000000004D805C 0000008C 00000008 00000004 R . . . . . .
getAutoVacuum                                .text       00000000004D80E8 000000E4 0000000C 00000004 R . . . . . .
getTempStore                                 .text       00000000004D81CC 000000BC 00000008 00000004 R . . . . . .
invalidateTempStorage                        .text       00000000004D8288 000000E0 0000000C 00000004 R . . . . . .
changeTempStorage                            .text       00000000004D8368 000000A4 00000010 00000008 R . . . . . .
setPragmaResultColumnNames                   .text       00000000004D840C 0000011C 00000028 00000008 R . . . . . .
returnSingleInt                              .text       00000000004D8528 0000007C 00000020 00000010 R . . . . . .
returnSingleText                             .text       00000000004D85A4 0000006C 00000008 00000008 R . . . . . .
setAllPagerFlags                             .text       00000000004D8610 000000C8 00000010 00000004 R . . . . . .
actionName                                   .text       00000000004D86D8 000000DC 0000000C 00000001 R . . . . . .
sqlite3JournalModename                       .text       00000000004D87B4 00000058 00000004 00000004 R . . . . . .
pragmaLocate                                 .text       00000000004D880C 00000118 00000018 00000004 R . . . . . .
integrityCheckResultRow                      .text       00000000004D8924 0000008C 00000020 00000004 R . . . . . .
sqlite3Pragma                                .text       00000000004D89B0 00004240 00000328 00000014 R . . . . . .
pragmaVtabConnect                            .text       00000000004DCBF0 0000035C 00000130 00000018 R . . . . . .
pragmaVtabDisconnect                         .text       00000000004DCF4C 00000044 0000000C 00000004 R . . . . . .
pragmaVtabBestIndex                          .text       00000000004DCF90 00000290 00000038 00000000 R . . . . . .
pragmaVtabOpen                               .text       00000000004DD220 000000A4 00000018 00000008 R . . . . . .
pragmaVtabCursorClear                        .text       00000000004DD2C4 000000B0 0000000C 00000004 R . . . . . .
pragmaVtabClose                              .text       00000000004DD374 00000050 0000000C 00000004 R . . . . . .
pragmaVtabNext                               .text       00000000004DD3C4 000000C0 00000010 00000004 R . . . . . .
pragmaVtabFilter                             .text       00000000004DD484 00000340 00000060 00000014 R . . . . . .
pragmaVtabEof                                .text       00000000004DD7C4 0000003C 0000000C 00000004 R . . . . . .
pragmaVtabColumn                             .text       00000000004DD800 000000D8 00000010 0000000C R . . . . . .
pragmaVtabRowid                              .text       00000000004DD8D8 0000004C 0000000C 00000008 R . . . . . .
sqlite3PragmaVtabRegister                    .text       00000000004DD924 000000A0 00000020 00000008 R . . . . . .
corruptSchema                                .text       00000000004DD9C4 000001AC 00000018 0000000C R . . . . . .
sqlite3InitCallback                          .text       00000000004DDB70 00000404 00000050 00000008 R . . . . . .
sqlite3InitOne                               .text       00000000004DDF74 00000744 00000098 00000010 R . . . . . .
sqlite3Init                                  .text       00000000004DE6B8 00000158 00000014 00000008 R . . . . . .
sqlite3ReadSchema                            .text       00000000004DE810 000000C4 00000010 00000004 R . . . . . .
schemaIsValid                                .text       00000000004DE8D4 000001E0 00000038 00000000 R . . . . . .
sqlite3SchemaToIndex                         .text       00000000004DEAB4 00000084 0000000C 00000008 R . . . . . .
sqlite3ParserReset                           .text       00000000004DEB38 0000009C 0000000C 00000004 R . . . . . .
sqlite3Prepare                               .text       00000000004DEBD4 00000614 00000178 0000001C R . . . . . .
sqlite3LockAndPrepare                        .text       00000000004DF1E8 0000014C 00000028 0000001C R . . . . . .
sqlite3Reprepare                             .text       00000000004DF334 00000170 00000040 00000000 R . . . . . .
sqlite3_prepare                              .text       00000000004DF4A4 0000006C 00000028 00000014 R . . . . . .
sqlite3_prepare_v2                           .text       00000000004DF510 0000006C 00000028 00000014 R . . . . . .
sqlite3_prepare_v3                           .text       00000000004DF57C 00000078 00000028 00000018 R . . . . . .
sqlite3Prepare16                             .text       00000000004DF5F4 0000029C 00000050 00000018 R . . . . . .
sqlite3_prepare16                            .text       00000000004DF890 00000068 00000020 00000014 R . . . . . .
sqlite3_prepare16_v2                         .text       00000000004DF8F8 00000068 00000020 00000014 R . . . . . .
sqlite3_prepare16_v3                         .text       00000000004DF960 00000074 00000020 00000018 R . . . . . .
clearSelect                                  .text       00000000004DF9D4 0000017C 0000000C 0000000C R . . . . . .
sqlite3SelectDestInit                        .text       00000000004DFB50 00000064 00000004 0000000C R . . . . . .
sqlite3SelectNew                             .text       00000000004DFBB4 0000027C 00000088 00000024 R . . . . . .
sqlite3SelectDelete                          .text       00000000004DFE30 00000054 00000008 00000008 R . . . . . .
findRightmost                                .text       00000000004DFE84 0000004C 00000004 00000004 R . . . . . .
sqlite3JoinType                              .text       00000000004DFED0 000002D0 00000050 00000000 R . . . . . .
columnIndex                                  .text       00000000004E01A0 000000A4 0000000C 00000008 R . . . . . .
tableAndColumnIndex                          .text       00000000004E0244 000000D4 00000010 00000014 R . . . . . .
addWhereTerm                                 .text       00000000004E0318 00000104 00000018 00000020 R . . . . . .
setJoinExpr                                  .text       00000000004E041C 00000118 0000000C 00000008 R . . . . . .
unsetJoinExpr                                .text       00000000004E0534 00000144 0000000C 00000008 R . . . . . .
sqliteProcessJoin                            .text       00000000004E0678 0000045C 00000060 00000000 R . . . . . .
innerLoopLoadRow                             .text       00000000004E0AD4 0000006C 00000018 0000000C R . . . . . .
makeSorterRecord                             .text       00000000004E0B40 000000D8 00000028 00000014 R . . . . . .
pushOntoSorter                               .text       00000000004E0C18 0000070C 00000068 0000001C R . . . . . .
codeOffset                                   .text       00000000004E1324 00000078 00000018 0000000C R . . . . . .
codeDistinct                                 .text       00000000004E139C 000000E8 00000020 00000014 R . . . . . .
selectInnerLoop                              .text       00000000004E1484 00000F10 000000B0 00000020 R . . . . . .
sqlite3KeyInfoAlloc                          .text       00000000004E2394 00000164 00000018 0000000C R . . . . . .
sqlite3KeyInfoUnref                          .text       00000000004E24F8 00000078 00000008 00000004 R . . . . . .
sqlite3KeyInfoRef                            .text       00000000004E2570 00000048 00000004 00000004 R . . . . . .
sqlite3KeyInfoFromExprList                   .text       00000000004E25B8 00000150 00000024 00000010 R . . . . . .
selectOpName                                 .text       00000000004E2708 0000009C 0000000C 00000004 R . . . . . .
explainTempTable                             .text       00000000004E27A4 00000050 00000008 00000008 R . . . . . .
generateSortTail                             .text       00000000004E27F4 000006F0 00000070 00000014 R . . . . . .
columnTypeImpl                               .text       00000000004E2EE4 0000030C 00000060 00000000 R . . . . . .
generateColumnTypes                          .text       00000000004E31F0 00000124 00000060 00000000 R . . . . . .
generateColumnNames                          .text       00000000004E3314 000003BC 00000050 00000008 R . . . . . .
sqlite3ColumnsFromExprList                   .text       00000000004E36D0 00000560 00000078 00000000 R . . . . . .
sqlite3SelectAddColumnTypeAndCollation       .text       00000000004E3C30 000002FC 00000070 00000000 R . . . . . .
sqlite3ResultSetOfSelect                     .text       00000000004E3F2C 000001DC 0000001C 00000008 R . . . . . .
sqlite3GetVdbe                               .text       00000000004E4108 0000008C 00000008 00000004 R . . . . . .
computeLimitRegisters                        .text       00000000004E4194 0000037C 00000050 0000000C R . . . . . .
multiSelectCollSeq                           .text       00000000004E4510 000000D0 0000000C 0000000C R . . . . . .
multiSelectOrderByKeyInfo                    .text       00000000004E45E0 000001DC 00000028 0000000C R . . . . . .
generateWithRecursiveQuery                   .text       00000000004E47BC 000006A8 00000098 00000000 R . . . . . .
multiSelectValues                            .text       00000000004E4E64 00000154 00000030 0000000C R . . . . . .
multiSelect                                  .text       00000000004E4FB8 00000E98 000000F0 00000000 R . . . . . .
sqlite3SelectWrongNumTermsError              .text       00000000004E5E50 00000090 00000008 00000008 R . . . . . .
generateOutputSubroutine                     .text       00000000004E5EE0 000004D4 00000050 00000020 R . . . . . .
multiSelectOrderBy                           .text       00000000004E63B4 00000E44 00000100 00000000 R . . . . . .
substExpr                                    .text       00000000004E71F8 00000398 00000058 00000000 R . . . . . .
substExprList                                .text       00000000004E7590 000000C4 0000000C 00000008 R . . . . . .
substSelect                                  .text       00000000004E7654 0000019C 00000014 0000000C R . . . . . .
flattenSubquery                              .text       00000000004E77F0 00000B70 00000098 00000010 R . . . . . .
constInsert                                  .text       00000000004E8360 000001A4 00000010 0000000C R . . . . . .
findConstInWhere                             .text       00000000004E8504 000001F4 00000010 00000008 R . . . . . .
propagateConstantExprRewrite                 .text       00000000004E86F8 000001B8 00000014 00000008 R . . . . . .
propagateConstants                           .text       00000000004E88B0 00000164 00000050 00000000 R . . . . . .
pushDownWhereTerms                           .text       00000000004E8A14 0000030C 00000048 00000014 R . . . . . .
minMaxQuery                                  .text       00000000004E8D20 00000138 0000001A 0000000C R . . . . . .
isSimpleCount                                .text       00000000004E8E58 0000014C 00000010 00000008 R . . . . . .
sqlite3IndexedByLookup                       .text       00000000004E8FA4 0000010C 00000014 00000008 R . . . . . .
convertCompoundSelectToSubquery              .text       00000000004E90B0 00000368 00000050 00000000 R . . . . . .
cannotBeFunction                             .text       00000000004E9418 00000078 00000008 00000008 R . . . . . .
searchWith                                   .text       00000000004E9490 0000010C 00000014 0000000C R . . . . . .
sqlite3WithPush                              .text       00000000004E959C 00000074 00000004 00000009 R . . . . . .
withExpand                                   .text       00000000004E9610 000005A0 00000060 00000000 R . . . . . .
selectPopWith                                .text       00000000004E9BB0 00000090 00000010 00000008 R . . . . . .
sqlite3ExpandSubquery                        .text       00000000004E9C40 00000188 00000010 00000008 R . . . . . .
selectExpander                               .text       00000000004E9DC8 00000DA4 000000A8 00000000 R . . . . . .
sqlite3ExprWalkNoop                          .text       00000000004EAB6C 0000002C 00000004 00000008 R . . . . . .
sqlite3SelectWalkNoop                        .text       00000000004EAB98 0000002C 00000004 00000008 R . . . . . .
sqlite3SelectExpand                          .text       00000000004EABC4 000000EC 00000038 00000000 R . . . . . .
selectAddSubqueryTypeInfo                    .text       00000000004EACB0 00000134 00000020 00000008 R . . . . . .
sqlite3SelectAddTypeInfo                     .text       00000000004EADE4 000000B4 00000038 00000000 R . . . . . .
sqlite3SelectPrep                            .text       00000000004EAE98 00000108 00000008 0000000C R . . . . . .
resetAccumulator                             .text       00000000004EAFA0 000001A4 00000038 00000008 R . . . . . .
finalizeAggFunctions                         .text       00000000004EB144 000000F4 00000018 00000008 R . . . . . .
updateAccumulator                            .text       00000000004EB238 000003C4 00000058 0000000C R . . . . . .
explainSimpleCount                           .text       00000000004EB5FC 0000010C 00000020 0000000C R . . . . . .
havingToWhereExprCb                          .text       00000000004EB708 000001A8 00000050 00000008 R . . . . . .
havingToWhere                                .text       00000000004EB8B0 000000D0 00000038 00000000 R . . . . . .
isSelfJoinView                               .text       00000000004EB980 00000174 0000000C 00000008 R . . . . . .
sqlite3Select                                .text       00000000004EBAF4 00002708 000001C8 00000000 R . . . . . .
sqlite3_get_table_cb                         .text       00000000004EE1FC 000003B4 00000030 00000010 R . . . . . .
sqlite3_get_table                            .text       00000000004EE5B0 00000350 00000060 00000018 R . . . . . .
sqlite3_free_table                           .text       00000000004EE900 000000CC 00000010 00000004 R . . . . . .
sqlite3DeleteTriggerStep                     .text       00000000004EE9CC 000000FC 0000000C 00000008 R . . . . . .
sqlite3TriggerList                           .text       00000000004EEAC8 00000148 00000018 00000008 R . . . . . .
sqlite3BeginTrigger                          .text       00000000004EEC10 00000828 00000078 00000028 R . . . . . .
sqlite3FinishTrigger                         .text       00000000004EF438 00000434 00000080 00000000 R . . . . . .
triggerSpanDup                               .text       00000000004EF86C 000000D4 00000010 0000000C R . . . . . .
sqlite3TriggerSelectStep                     .text       00000000004EF940 000000C0 0000000C 00000010 R . . . . . .
triggerStepAllocate                          .text       00000000004EFA00 00000150 00000020 00000014 R . . . . . .
sqlite3TriggerInsertStep                     .text       00000000004EFB50 00000128 00000028 00000020 R . . . . . .
sqlite3TriggerUpdateStep                     .text       00000000004EFC78 00000128 00000028 0000001C R . . . . . .
sqlite3TriggerDeleteStep                     .text       00000000004EFDA0 000000E0 00000020 00000014 R . . . . . .
sqlite3DeleteTrigger                         .text       00000000004EFE80 000000D0 00000008 00000008 R . . . . . .
sqlite3DropTrigger                           .text       00000000004EFF50 00000204 00000020 0000000C R . . . . . .
tableOfTrigger                               .text       00000000004F0154 00000050 00000008 00000004 R . . . . . .
sqlite3DropTriggerPtr                        .text       00000000004F01A4 000001E0 00000040 00000008 R . . . . . .
sqlite3UnlinkAndDeleteTrigger                .text       00000000004F0384 00000114 00000018 0000000C R . . . . . .
checkColumnOverlap                           .text       00000000004F0498 000000C8 0000000C 00000008 R . . . . . .
sqlite3TriggersExist                         .text       00000000004F0560 0000012C 00000014 00000014 R . . . . . .
targetSrcList                                .text       00000000004F068C 00000148 00000020 00000008 R . . . . . .
codeTriggerProgram                           .text       00000000004F07D4 000003E8 00000068 0000000C R . . . . . .
onErrorText                                  .text       00000000004F0BBC 000000BC 00000004 00000004 R . . . . . .
transferParseError                           .text       00000000004F0C78 0000009C 00000008 00000008 R . . . . . .
codeRowTrigger                               .text       00000000004F0D14 000005E0 00000088 00000010 R . . . . . .
getRowTrigger                                .text       00000000004F12F4 000000E0 00000010 00000010 R . . . . . .
sqlite3CodeRowTriggerDirect                  .text       00000000004F13D4 00000184 00000038 00000018 R . . . . . .
sqlite3CodeRowTrigger                        .text       00000000004F1558 000000DC 00000020 00000024 R . . . . . .
sqlite3TriggerColmask                        .text       00000000004F1634 00000128 00000018 0000001C R . . . . . .
sqlite3ColumnDefault                         .text       00000000004F175C 000001A4 00000030 00000010 R . . . . . .
indexColumnIsBeingUpdated                    .text       00000000004F1900 000000BC 0000000A 00000010 R . . . . . .
indexWhereClauseMightChange                  .text       00000000004F19BC 0000006C 00000008 0000000C R . . . . . .
sqlite3Update                                .text       00000000004F1A28 00001E5C 00000158 00000020 R . . . . . .
updateVirtualTable                           .text       00000000004F3884 00000628 00000088 00000020 R . . . . . .
sqlite3UpsertDelete                          .text       00000000004F3EAC 000000B0 00000008 00000008 R . . . . . .
sqlite3UpsertDup                             .text       00000000004F3F5C 000000F8 00000028 00000008 R . . . . . .
sqlite3UpsertNew                             .text       00000000004F4054 000000E4 0000000C 00000014 R . . . . . .
sqlite3UpsertAnalyzeTarget                   .text       00000000004F4138 000004AC 000000D0 00000000 R . . . . . .
sqlite3UpsertDoUpdate                        .text       00000000004F45E4 00000308 00000048 00000014 R . . . . . .
execSql                                      .text       00000000004F48EC 000001EC 00000038 00000000 R . . . . . .
execSqlF                                     .text       00000000004F4AD8 000000E8 00000030 00000010 R . . . . . .
sqlite3Vacuum                                .text       00000000004F4BC0 000000EC 00000010 00000008 R . . . . . .
sqlite3RunVacuum                             .text       00000000004F4CAC 000007C8 00000060 0000000C R . . . . . .
sqlite3VtabCreateModule                      .text       00000000004F5474 0000017C 00000028 00000014 R . . . . . .
createModule                                 .text       00000000004F55F0 00000104 00000020 00000014 R . . . . . .
sqlite3_create_module                        .text       00000000004F56F4 00000054 00000018 00000010 R . . . . . .
sqlite3_create_module_v2                     .text       00000000004F5748 00000058 00000018 00000014 R . . . . . .
sqlite3VtabLock                              .text       00000000004F57A0 0000003C 00000004 00000004 R . . . . . .
sqlite3GetVTable                             .text       00000000004F57DC 0000006C 0000000C 00000008 R . . . . . .
sqlite3VtabUnlock                            .text       00000000004F5848 000000A4 00000010 00000004 R . . . . . .
vtabDisconnectAll                            .text       00000000004F58EC 000000C8 00000018 00000008 R . . . . . .
sqlite3VtabDisconnect                        .text       00000000004F59B4 000000B0 00000010 00000008 R . . . . . .
sqlite3VtabUnlockList                        .text       00000000004F5A64 0000008C 00000010 00000004 R . . . . . .
sqlite3VtabClear                             .text       00000000004F5AF0 000000F0 0000000C 00000008 R . . . . . .
addModuleArgument                            .text       00000000004F5BE0 000000F8 00000014 0000000C R . . . . . .
sqlite3VtabBeginParse                        .text       00000000004F5CD8 000001A0 00000030 00000014 R . . . . . .
addArgumentToVtab                            .text       00000000004F5E78 000000B8 0000001C 00000004 R . . . . . .
sqlite3VtabFinishParse                       .text       00000000004F5F30 000002B4 00000048 00000008 R . . . . . .
sqlite3VtabArgInit                           .text       00000000004F61E4 0000004C 00000008 00000004 R . . . . . .
sqlite3VtabArgExtend                         .text       00000000004F6230 000000A0 0000000C 00000008 R . . . . . .
vtabCallConstructor                          .text       00000000004F62D0 000006B4 00000088 00000014 R . . . . . .
sqlite3VtabCallConnect                       .text       00000000004F6984 000001B4 00000040 00000000 R . . . . . .
growVTrans                                   .text       00000000004F6B38 0000010C 00000020 00000004 R . . . . . .
addToVTrans                                  .text       00000000004F6C44 0000006C 00000008 00000008 R . . . . . .
sqlite3VtabCallCreate                        .text       00000000004F6CB0 00000194 00000028 00000010 R . . . . . .
sqlite3_declare_vtab                         .text       00000000004F6E44 00000398 00000148 00000000 R . . . . . .
sqlite3VtabCallDestroy                       .text       00000000004F71DC 00000144 00000018 0000000C R . . . . . .
callFinaliser                                .text       00000000004F7320 0000011C 0000001C 00000008 R . . . . . .
sqlite3VtabSync                              .text       00000000004F743C 00000100 0000001C 00000008 R . . . . . .
sqlite3VtabRollback                          .text       00000000004F753C 00000040 00000008 00000004 R . . . . . .
sqlite3VtabCommit                            .text       00000000004F757C 00000040 00000008 00000004 R . . . . . .
sqlite3VtabBegin                             .text       00000000004F75BC 000001C4 00000018 00000008 R . . . . . .
sqlite3VtabSavepoint                         .text       00000000004F7780 00000188 0000001C 0000000C R . . . . . .
sqlite3VtabOverloadFunction                  .text       00000000004F7908 000002B8 00000050 0000000C R . . . . . .
sqlite3VtabMakeWritable                      .text       00000000004F7BC0 00000154 00000018 00000008 R . . . . . .
sqlite3VtabEponymousTableInit                .text       00000000004F7D14 000002B4 00000038 00000000 R . . . . . .
sqlite3VtabEponymousTableClear               .text       00000000004F7FC8 00000078 0000000C 00000008 R . . . . . .
sqlite3_vtab_on_conflict                     .text       00000000004F8040 00000040 00000004 00000004 R . . . . . .
sqlite3_vtab_config                          .text       00000000004F8080 00000160 00000028 00000010 R . . . . . .
explainIndexColumnName                       .text       00000000004F81E0 000000A0 00000004 00000008 R . . . . . .
explainAppendTerm                            .text       00000000004F8280 000001F8 0000000C 00000018 R . . . . . .
explainIndexRange                            .text       00000000004F8478 000001FC 00000030 00000008 R . . . . . .
sqlite3WhereExplainOneScan                   .text       00000000004F8674 00000564 000000E0 0000000E R . . . . . .
disableTerm                                  .text       00000000004F8BD8 00000180 0000000C 00000008 R . . . . . .
codeApplyAffinity                            .text       00000000004F8D58 00000124 00000028 00000010 R . . . . . .
updateRangeAffinityStr                       .text       00000000004F8E7C 000000E4 00000010 0000000C R . . . . . .
removeUnindexableInClauseTerms               .text       00000000004F8F60 000002F8 00000034 00000010 R . . . . . .
codeEqualityTerm                             .text       00000000004F9258 000006F4 00000060 00000018 R . . . . . .
codeAllEqualityTerms                         .text       00000000004F994C 0000049C 00000050 00000014 R . . . . . .
whereLikeOptimizationStringFixup             .text       00000000004F9DE8 00000098 0000000C 0000000C R . . . . . .
codeDeferredSeek                             .text       00000000004F9E80 000001CC 00000038 00000010 R . . . . . .
codeExprOrVector                             .text       00000000004FA04C 00000154 00000028 00000010 R . . . . . .
whereIndexExprTransNode                      .text       00000000004FA1A0 000000B4 0000000C 00000008 R . . . . . .
whereIndexExprTrans                          .text       00000000004FA254 000001C8 00000050 0000000C R . . . . . .
sqlite3WhereCodeOneLoopStart                 .text       00000000004FA41C 00002AD0 00000208 00000010 R . . . . . .
whereOrInfoDelete                            .text       00000000004FCEEC 00000054 00000008 00000008 R . . . . . .
whereAndInfoDelete                           .text       00000000004FCF40 00000054 00000008 00000008 R . . . . . .
whereClauseInsert                            .text       00000000004FCF94 000002D8 00000028 0000000A R . . . . . .
allowedOp                                    .text       00000000004FD26C 00000084 00000004 00000004 R . . . . . .
exprCommute                                  .text       00000000004FD2F0 00000150 00000010 00000008 R . . . . . .
operatorMask                                 .text       00000000004FD440 0000009C 0000000A 00000004 R . . . . . .
isLikeOrGlob                                 .text       00000000004FD4DC 0000060C 00000080 00000014 R . . . . . .
isAuxiliaryVtabOperator                      .text       00000000004FDAE8 0000040C 00000060 00000014 R . . . . . .
transferJoinMarkings                         .text       00000000004FDEF4 00000068 00000004 00000008 R . . . . . .
markTermAsChild                              .text       00000000004FDF5C 000000C0 00000004 0000000C R . . . . . .
whereNthSubterm                              .text       00000000004FE01C 000000A8 00000004 00000008 R . . . . . .
whereCombineDisjuncts                        .text       00000000004FE0C4 0000024C 0000001A 00000010 R . . . . . .
exprAnalyzeOrTerm                            .text       00000000004FE310 00000A6C 000000B0 0000000C R . . . . . .
termIsEquivalence                            .text       00000000004FED7C 00000180 0000000E 00000008 R . . . . . .
exprSelectUsage                              .text       00000000004FEEFC 0000029C 00000018 00000008 R . . . . . .
exprMightBeIndexed2                          .text       00000000004FF198 000001DC 00000014 00000018 R . . . . . .
exprMightBeIndexed                           .text       00000000004FF374 00000150 00000018 0000001C R . . . . . .
exprAnalyze                                  .text       00000000004FF4C4 00001304 00000148 0000000C R . . . . . .
sqlite3WhereSplit                            .text       00000000005007C8 000000DC 0000000C 00000009 R . . . . . .
sqlite3WhereClauseInit                       .text       00000000005008A4 0000006C 00000004 00000008 R . . . . . .
sqlite3WhereClauseClear                      .text       0000000000500910 00000148 00000014 00000004 R . . . . . .
sqlite3WhereExprUsageNN                      .text       0000000000500A58 00000224 00000010 00000008 R . . . . . .
sqlite3WhereExprUsage                        .text       0000000000500C7C 0000005C 00000008 00000008 R . . . . . .
sqlite3WhereExprListUsage                    .text       0000000000500CD8 000000C8 00000014 00000008 R . . . . . .
sqlite3WhereExprAnalyze                      .text       0000000000500DA0 00000078 0000000C 00000008 R . . . . . .
sqlite3WhereTabFuncArgs                      .text       0000000000500E18 00000248 00000024 0000000C R . . . . . .
sqlite3WhereOutputRowCount                   .text       0000000000501060 0000002C 00000004 00000004 R . . . . . .
sqlite3WhereIsDistinct                       .text       000000000050108C 0000002C 00000004 00000004 R . . . . . .
sqlite3WhereIsOrdered                        .text       00000000005010B8 0000002C 00000004 00000004 R . . . . . .
sqlite3WhereOrderByLimitOptLabel             .text       00000000005010E4 00000074 0000000C 00000004 R . . . . . .
sqlite3WhereContinueLabel                    .text       0000000000501158 0000002C 00000004 00000004 R . . . . . .
sqlite3WhereBreakLabel                       .text       0000000000501184 0000002C 00000004 00000004 R . . . . . .
sqlite3WhereOkOnePass                        .text       00000000005011B0 0000006C 00000010 00000008 R . . . . . .
whereOrMove                                  .text       000000000050121C 0000008C 00000010 00000008 R . . . . . .
whereOrInsert                                .text       00000000005012A8 00000280 00000018 00000018 R . . . . . .
sqlite3WhereGetMask                          .text       0000000000501528 000000D4 0000000C 00000008 R . . . . . .
createMask                                   .text       00000000005015FC 00000058 00000004 00000008 R . . . . . .
whereScanNext                                .text       0000000000501654 000004D8 0000002A 00000004 R . . . . . .
whereScanInit                                .text       0000000000501B2C 000001EC 0000000C 00000018 R . . . . . .
sqlite3WhereFindTerm                         .text       0000000000501D18 00000180 00000098 00000020 R . . . . . .
findIndexCol                                 .text       0000000000501E98 00000160 00000018 00000014 R . . . . . .
indexColumnNotNull                           .text       0000000000501FF8 00000094 0000000C 00000008 R . . . . . .
isDistinctRedundant                          .text       000000000050208C 00000240 00000038 00000010 R . . . . . .
estLog                                       .text       00000000005022CC 00000080 00000008 00000002 R . . . . . .
translateColumnToCopy                        .text       000000000050234C 000001A0 00000014 00000014 R . . . . . .
termCanDriveIndex                            .text       00000000005024EC 00000174 0000000A 00000010 R . . . . . .
constructAutomaticIndex                      .text       0000000000502660 00000D44 00000118 0000001C R . . . . . .
allocateIndexInfo                            .text       00000000005033A4 000006B4 00000048 0000001C R . . . . . .
vtabBestIndex                                .text       0000000000503A58 0000013C 00000010 0000000C R . . . . . .
whereRangeAdjust                             .text       0000000000503B94 00000088 0000000A 00000006 R . . . . . .
whereRangeScanEst                            .text       0000000000503C1C 00000138 00000012 00000014 R . . . . . .
whereLoopInit                                .text       0000000000503D54 00000054 00000004 00000004 R . . . . . .
whereLoopClearUnion                          .text       0000000000503DA8 000000F8 00000008 00000008 R . . . . . .
whereLoopClear                               .text       0000000000503EA0 00000080 00000008 00000008 R . . . . . .
whereLoopResize                              .text       0000000000503F20 00000148 00000018 0000000C R . . . . . .
whereLoopXfer                                .text       0000000000504068 00000150 00000010 0000000C R . . . . . .
whereLoopDelete                              .text       00000000005041B8 00000054 00000008 00000008 R . . . . . .
whereInfoFree                                .text       000000000050420C 00000130 00000014 00000008 R . . . . . .
whereLoopCheaperProperSubset                 .text       000000000050433C 0000021C 00000010 00000008 R . . . . . .
whereLoopAdjustCost                          .text       0000000000504558 0000014C 00000008 00000008 R . . . . . .
whereLoopFindLesser                          .text       00000000005046A4 00000268 0000000C 00000008 R . . . . . .
whereLoopInsert                              .text       000000000050490C 000002B8 00000038 00000008 R . . . . . .
whereLoopOutputAdjust                        .text       0000000000504BC4 000003B4 00000058 0000000A R . . . . . .
whereRangeVectorLen                          .text       0000000000504F78 000002C0 0000001E 00000014 R . . . . . .
whereLoopAddBtreeIndex                       .text       0000000000505238 00000F7C 00000120 0000000E R . . . . . .
indexMightHelpWithOrderBy                    .text       00000000005061B4 00000248 0000001C 0000000C R . . . . . .
whereUsablePartialIndex                      .text       00000000005063FC 0000018C 00000020 0000000C R . . . . . .
whereLoopAddBtree                            .text       0000000000506588 00000ADC 000000D8 00000010 R . . . . . .
whereLoopAddVirtualOne                       .text       0000000000507064 00000744 00000058 00000028 R . . . . . .
sqlite3_vtab_collation                       .text       00000000005077A8 00000120 0000001C 00000008 R . . . . . .
whereLoopAddVirtual                          .text       00000000005078C8 000006CC 000000B8 00000018 R . . . . . .
whereLoopAddOr                               .text       0000000000507F94 00000684 000002D8 00000018 R . . . . . .
whereLoopAddAll                              .text       0000000000508618 00000364 00000058 00000004 R . . . . . .
wherePathSatisfiesOrderBy                    .text       000000000050897C 000011C0 00000128 0000001C R . . . . . .
sqlite3WhereIsSorted                         .text       0000000000509B3C 0000002C 00000004 00000004 R . . . . . .
whereSortingCost                             .text       0000000000509B68 00000118 0000000C 00000010 R . . . . . .
wherePathSolver                              .text       0000000000509C80 00000F0C 000000D0 00000006 R . . . . . .
